Gene 1	Gene 2	Weight	Network group	Network
TAGLN2	PI16	0.004881438	Genetic Interactions	Lin-Smith-2010
TAGLN2	BACH2	0.001979941	Genetic Interactions	Lin-Smith-2010
TAGLN2	PRKCA	0.001889693	Genetic Interactions	Lin-Smith-2010
ARHGAP25	MAML2	0.0010761475	Genetic Interactions	Lin-Smith-2010
ARHGAP25	USP15	0.0015021599	Genetic Interactions	Lin-Smith-2010
ARHGAP25	FANK1	0.003168603	Genetic Interactions	Lin-Smith-2010
ARHGAP25	OSBPL5	0.0023255313	Genetic Interactions	Lin-Smith-2010
ARHGAP25	LPCAT1	0.002441087	Genetic Interactions	Lin-Smith-2010
ARHGAP25	FHIT	0.0011161783	Genetic Interactions	Lin-Smith-2010
CASP8	MAML2	0.0004307476	Genetic Interactions	Lin-Smith-2010
CASP8	FOXP1	0.00029582356	Genetic Interactions	Lin-Smith-2010
CASP8	PLEKHB1	0.001108818	Genetic Interactions	Lin-Smith-2010
CASP8	CCM2	0.0016034206	Genetic Interactions	Lin-Smith-2010
CASP8	SYNE1	0.000397718	Genetic Interactions	Lin-Smith-2010
CASP8	AHNAK	0.00077237195	Genetic Interactions	Lin-Smith-2010
CASP8	SVIL	0.0004724103	Genetic Interactions	Lin-Smith-2010
CASP8	ZEB2	0.00036099792	Genetic Interactions	Lin-Smith-2010
CD161	TSHZ2	0.00158362	Genetic Interactions	Lin-Smith-2010
CD161	GAB3	0.008280517	Genetic Interactions	Lin-Smith-2010
CD161	TBX21	0.01300292	Genetic Interactions	Lin-Smith-2010
CD161	AIF1	0.0068529514	Genetic Interactions	Lin-Smith-2010
CD161	ZEB2	0.0013572365	Genetic Interactions	Lin-Smith-2010
CD161	CCR4	0.0038630343	Genetic Interactions	Lin-Smith-2010
CD161	CCR6	0.0035883477	Genetic Interactions	Lin-Smith-2010
CD161	TTN	0.0034596333	Genetic Interactions	Lin-Smith-2010
ATP2B1	GK5	0.0007134378	Genetic Interactions	Lin-Smith-2010
ATP2B1	RTKN2	0.00037520408	Genetic Interactions	Lin-Smith-2010
ATP2B1	SAMD3	0.00062883383	Genetic Interactions	Lin-Smith-2010
ATP2B1	MAML2	0.0003094225	Genetic Interactions	Lin-Smith-2010
ATP2B1	SLCO4C1	0.0019262495	Genetic Interactions	Lin-Smith-2010
ATP2B1	GIMAP8	0.0004101678	Genetic Interactions	Lin-Smith-2010
ATP2B1	PI16	0.0010711115	Genetic Interactions	Lin-Smith-2010
ATP2B1	ZNF600	0.00092397665	Genetic Interactions	Lin-Smith-2010
ATP2B1	ZNF101	0.0023838284	Genetic Interactions	Lin-Smith-2010
ATP2B1	RAP2B	0.00043568513	Genetic Interactions	Lin-Smith-2010
ATP2B1	CD57	0.0010601388	Genetic Interactions	Lin-Smith-2010
ATP2B1	GIMAP2	0.0006543911	Genetic Interactions	Lin-Smith-2010
ATP2B1	FOXP1	0.00021250143	Genetic Interactions	Lin-Smith-2010
ATP2B1	CEP68	0.0004836994	Genetic Interactions	Lin-Smith-2010
ATP2B1	RIC3	0.0007739595	Genetic Interactions	Lin-Smith-2010
ATP2B1	BACH2	0.0004344494	Genetic Interactions	Lin-Smith-2010
ATP2B1	IGF1R	0.00037109168	Genetic Interactions	Lin-Smith-2010
ATP2B1	LEF1	0.0003502493	Genetic Interactions	Lin-Smith-2010
ATP2B1	AIF1	0.0013093504	Genetic Interactions	Lin-Smith-2010
ATP2B1	ADGRG1	0.0007789829	Genetic Interactions	Lin-Smith-2010
ATP2B1	SVIL	0.00033935043	Genetic Interactions	Lin-Smith-2010
ATP2B1	FCGR3A	0.0010536446	Genetic Interactions	Lin-Smith-2010
ATP2B1	CCR4	0.0007380858	Genetic Interactions	Lin-Smith-2010
ATP2B1	APBA2	0.00058360014	Genetic Interactions	Lin-Smith-2010
ATP2B1	ABLIM1	0.000312942	Genetic Interactions	Lin-Smith-2010
ATP2B1	CASP8	0.00053417205	Genetic Interactions	Lin-Smith-2010
CAMK4	GK5	0.00083950325	Genetic Interactions	Lin-Smith-2010
CAMK4	SCML4	0.0006735905	Genetic Interactions	Lin-Smith-2010
CAMK4	THEM4	0.0011318341	Genetic Interactions	Lin-Smith-2010
CAMK4	USP15	0.0005082325	Genetic Interactions	Lin-Smith-2010
CAMK4	FOXP1	0.00025005074	Genetic Interactions	Lin-Smith-2010
CAMK4	R3HDM4	0.0009274595	Genetic Interactions	Lin-Smith-2010
CAMK4	SYNE1	0.00033617901	Genetic Interactions	Lin-Smith-2010
CAMK4	SPTBN1	0.0004379241	Genetic Interactions	Lin-Smith-2010
CAMK4	WDR37	0.00060591276	Genetic Interactions	Lin-Smith-2010
CAMK4	MTSS1	0.0005874021	Genetic Interactions	Lin-Smith-2010
CAMK4	EIF3L	0.001478548	Genetic Interactions	Lin-Smith-2010
CAMK4	SH3YL1	0.0007132802	Genetic Interactions	Lin-Smith-2010
CAMK4	PSIP1	0.00079511973	Genetic Interactions	Lin-Smith-2010
CAMK4	LPCAT1	0.0008259041	Genetic Interactions	Lin-Smith-2010
CAMK4	RAP1GAP2	0.00051721174	Genetic Interactions	Lin-Smith-2010
CAMK4	LMO7	0.0004220583	Genetic Interactions	Lin-Smith-2010
CAMK4	FHIT	0.0003776417	Genetic Interactions	Lin-Smith-2010
ELK3	OXNAD1	0.0017906169	Genetic Interactions	Lin-Smith-2010
ELK3	SLC40A1	0.0007289564	Genetic Interactions	Lin-Smith-2010
ELK3	FOXP1	0.00035694262	Genetic Interactions	Lin-Smith-2010
ELK3	TXK	0.00086582656	Genetic Interactions	Lin-Smith-2010
ELK3	ABLIM1	0.0005256546	Genetic Interactions	Lin-Smith-2010
ELK3	GNLY	0.0017971183	Genetic Interactions	Lin-Smith-2010
ELK3	KCNAB2	0.0011471086	Genetic Interactions	Lin-Smith-2010
LILRB1	TTC39C	0.0039742095	Genetic Interactions	Lin-Smith-2010
LILRB1	SCML4	0.003425968	Genetic Interactions	Lin-Smith-2010
CD71	ARHGEF18	0.00076575147	Genetic Interactions	Lin-Smith-2010
CD71	GPR155	0.001124105	Genetic Interactions	Lin-Smith-2010
CD71	MAML2	0.0004269632	Genetic Interactions	Lin-Smith-2010
CD71	USP15	0.00059598417	Genetic Interactions	Lin-Smith-2010
CD71	TRIM16	0.0012122366	Genetic Interactions	Lin-Smith-2010
CD71	PIK3R5	0.0014785707	Genetic Interactions	Lin-Smith-2010
CD71	FOXP1	0.00029322456	Genetic Interactions	Lin-Smith-2010
CD71	RSL1D1	0.001755926	Genetic Interactions	Lin-Smith-2010
CD71	CD6	0.0015958546	Genetic Interactions	Lin-Smith-2010
CD71	MTSS1	0.0006888232	Genetic Interactions	Lin-Smith-2010
CD71	NPAT	0.0014722433	Genetic Interactions	Lin-Smith-2010
CD71	ABLIM1	0.00043181964	Genetic Interactions	Lin-Smith-2010
CD71	TTN	0.0009121092	Genetic Interactions	Lin-Smith-2010
FKBP5	RTKN2	0.00069480005	Genetic Interactions	Lin-Smith-2010
FKBP5	SAMD3	0.0011644696	Genetic Interactions	Lin-Smith-2010
FKBP5	CMTM7	0.0014069806	Genetic Interactions	Lin-Smith-2010
FKBP5	TSHZ2	0.0005603011	Genetic Interactions	Lin-Smith-2010
FKBP5	CD57	0.001963157	Genetic Interactions	Lin-Smith-2010
FKBP5	MBP	0.0006936324	Genetic Interactions	Lin-Smith-2010
FKBP5	MTSS1	0.0009244034	Genetic Interactions	Lin-Smith-2010
FKBP5	FCGR3A	0.001951131	Genetic Interactions	Lin-Smith-2010
FKBP5	CCR4	0.0013667815	Genetic Interactions	Lin-Smith-2010
PRKCB	TSHZ2	0.00090439006	Genetic Interactions	Lin-Smith-2010
PRKCB	SLC40A1	0.0012971542	Genetic Interactions	Lin-Smith-2010
PRKCB	FOXP1	0.00063516776	Genetic Interactions	Lin-Smith-2010
PRKCB	CEP68	0.0014457797	Genetic Interactions	Lin-Smith-2010
PRKCB	IL-4	0.0025752191	Genetic Interactions	Lin-Smith-2010
PRKCB	LEF1	0.0010468968	Genetic Interactions	Lin-Smith-2010
PRKCB	FHIT	0.00095926854	Genetic Interactions	Lin-Smith-2010
NELL2	SCML4	0.0009919882	Genetic Interactions	Lin-Smith-2010
NELL2	SLCO4C1	0.0033380233	Genetic Interactions	Lin-Smith-2010
NELL2	GIMAP2	0.0011340029	Genetic Interactions	Lin-Smith-2010
NELL2	CEP68	0.00083820906	Genetic Interactions	Lin-Smith-2010
NELL2	PDP1	0.0021747441	Genetic Interactions	Lin-Smith-2010
NELL2	IL-4	0.0014930159	Genetic Interactions	Lin-Smith-2010
NELL2	AHNAK	0.0009614626	Genetic Interactions	Lin-Smith-2010
NELL2	WDR37	0.00089232007	Genetic Interactions	Lin-Smith-2010
NELL2	FCGR3A	0.0018258747	Genetic Interactions	Lin-Smith-2010
NELL2	ABLIM1	0.0005423014	Genetic Interactions	Lin-Smith-2010
NELL2	KCNAB2	0.001183436	Genetic Interactions	Lin-Smith-2010
NELL2	VEZF1	0.0009714899	Genetic Interactions	Lin-Smith-2010
SH3BP5	TOMM7	0.0043536513	Genetic Interactions	Lin-Smith-2010
SH3BP5	TSHZ2	0.00045387942	Genetic Interactions	Lin-Smith-2010
SH3BP5	NDFIP1	0.000985017	Genetic Interactions	Lin-Smith-2010
SH3BP5	FOXP1	0.0003187669	Genetic Interactions	Lin-Smith-2010
SH3BP5	CEP68	0.0007255826	Genetic Interactions	Lin-Smith-2010
SH3BP5	CD6	0.0017348669	Genetic Interactions	Lin-Smith-2010
SH3BP5	CORO7	0.0020502056	Genetic Interactions	Lin-Smith-2010
SH3BP5	BACH2	0.00065170426	Genetic Interactions	Lin-Smith-2010
SH3BP5	EIF3L	0.0018848659	Genetic Interactions	Lin-Smith-2010
SH3BP5	PLEKHG3	0.0012786875	Genetic Interactions	Lin-Smith-2010
SH3BP5	ZEB2	0.00038899592	Genetic Interactions	Lin-Smith-2010
SH3BP5	TRMT1	0.0027799513	Genetic Interactions	Lin-Smith-2010
SH3BP5	RAP1GAP2	0.00065934606	Genetic Interactions	Lin-Smith-2010
SH3BP5	VEZF1	0.00084095495	Genetic Interactions	Lin-Smith-2010
SH3BP5	CAMK4	0.00067731057	Genetic Interactions	Lin-Smith-2010
PDK1	SCML4	0.001118674	Genetic Interactions	Lin-Smith-2010
PDK1	SNX20	0.0011829709	Genetic Interactions	Lin-Smith-2010
PDK1	USP15	0.0008440535	Genetic Interactions	Lin-Smith-2010
PDK1	TPCN1	0.0015718676	Genetic Interactions	Lin-Smith-2010
PDK1	ARL4C	0.001344204	Genetic Interactions	Lin-Smith-2010
PDK1	CORO7	0.002670914	Genetic Interactions	Lin-Smith-2010
PDK1	MTSS1	0.00097553537	Genetic Interactions	Lin-Smith-2010
PDK1	IGF1R	0.0007251954	Genetic Interactions	Lin-Smith-2010
PDK1	C1orf21	0.0007170007	Genetic Interactions	Lin-Smith-2010
PDK1	KLRD1	0.002800026	Genetic Interactions	Lin-Smith-2010
PDK1	GLUL	0.0015137208	Genetic Interactions	Lin-Smith-2010
PDK1	NT5E	0.00055703643	Genetic Interactions	Lin-Smith-2010
PDK1	ATP2B1	0.00074986665	Genetic Interactions	Lin-Smith-2010
PDK1	NELL2	0.0012994539	Genetic Interactions	Lin-Smith-2010
PXN	TSHZ2	0.0007899353	Genetic Interactions	Lin-Smith-2010
PXN	ZNF600	0.0024122556	Genetic Interactions	Lin-Smith-2010
PXN	GIMAP5	0.0028842299	Genetic Interactions	Lin-Smith-2010
PXN	IL2RA	0.001559844	Genetic Interactions	Lin-Smith-2010
PXN	ZEB2	0.00067701156	Genetic Interactions	Lin-Smith-2010
PXN	NT5E	0.00074416987	Genetic Interactions	Lin-Smith-2010
PXN	TTN	0.0017257212	Genetic Interactions	Lin-Smith-2010
CD4	RTKN2	0.0010024441	Genetic Interactions	Lin-Smith-2010
CD4	FANK1	0.0024341117	Genetic Interactions	Lin-Smith-2010
CD4	MBP	0.0010007594	Genetic Interactions	Lin-Smith-2010
CD4	ABLIM1	0.00083609665	Genetic Interactions	Lin-Smith-2010
CD4	CD71	0.0014146252	Genetic Interactions	Lin-Smith-2010
CD11B	C1orf228	0.0011640837	Genetic Interactions	Lin-Smith-2010
CD11B	MAML2	0.0004916332	Genetic Interactions	Lin-Smith-2010
CD11B	Helios	0.0013587346	Genetic Interactions	Lin-Smith-2010
CD11B	TSHZ2	0.00048074906	Genetic Interactions	Lin-Smith-2010
CD11B	FOXP1	0.00033763787	Genetic Interactions	Lin-Smith-2010
CD11B	CD146	0.0013354379	Genetic Interactions	Lin-Smith-2010
CD11B	R3HDM4	0.0012523276	Genetic Interactions	Lin-Smith-2010
CD11B	WDR37	0.00081815035	Genetic Interactions	Lin-Smith-2010
CD11B	IGF1R	0.0005896177	Genetic Interactions	Lin-Smith-2010
CD11B	AIF1	0.002080392	Genetic Interactions	Lin-Smith-2010
CD11B	ABLIM1	0.00049722526	Genetic Interactions	Lin-Smith-2010
CD11B	MYO1F	0.0045633744	Genetic Interactions	Lin-Smith-2010
CD11B	FHIT	0.000509921	Genetic Interactions	Lin-Smith-2010
CD11B	CAMK4	0.0007174073	Genetic Interactions	Lin-Smith-2010
CD11B	CD71	0.00084127515	Genetic Interactions	Lin-Smith-2010
CD11B	PDK1	0.0011914433	Genetic Interactions	Lin-Smith-2010
TMEM123	NOG	0.0026372208	Genetic Interactions	Lin-Smith-2010
TMEM123	SLC40A1	0.0007422198	Genetic Interactions	Lin-Smith-2010
TMEM123	FAM102A	0.0013008601	Genetic Interactions	Lin-Smith-2010
TMEM123	EIF3L	0.002149001	Genetic Interactions	Lin-Smith-2010
TMEM123	SH3YL1	0.0010367198	Genetic Interactions	Lin-Smith-2010
TMEM123	KCNAB2	0.0011679803	Genetic Interactions	Lin-Smith-2010
TBC1D4	GK5	0.00076858304	Genetic Interactions	Lin-Smith-2010
TBC1D4	SCML4	0.0006166864	Genetic Interactions	Lin-Smith-2010
TBC1D4	MAML2	0.00033333935	Genetic Interactions	Lin-Smith-2010
TBC1D4	USP15	0.00046529763	Genetic Interactions	Lin-Smith-2010
TBC1D4	TTC16	0.0058758305	Genetic Interactions	Lin-Smith-2010
TBC1D4	ZNF101	0.0025680866	Genetic Interactions	Lin-Smith-2010
TBC1D4	GIMAP5	0.0011901514	Genetic Interactions	Lin-Smith-2010
TBC1D4	ARL4C	0.0007410133	Genetic Interactions	Lin-Smith-2010
TBC1D4	MBP	0.0004035262	Genetic Interactions	Lin-Smith-2010
TBC1D4	AHNAK	0.0005977096	Genetic Interactions	Lin-Smith-2010
TBC1D4	WDR37	0.00055472594	Genetic Interactions	Lin-Smith-2010
TBC1D4	MTSS1	0.00053777907	Genetic Interactions	Lin-Smith-2010
TBC1D4	IGF1R	0.00039977525	Genetic Interactions	Lin-Smith-2010
TBC1D4	LEF1	0.00037732185	Genetic Interactions	Lin-Smith-2010
TBC1D4	PLEKHG3	0.00091830676	Genetic Interactions	Lin-Smith-2010
TBC1D4	PSIP1	0.00072794897	Genetic Interactions	Lin-Smith-2010
TBC1D4	ABLIM1	0.00033713088	Genetic Interactions	Lin-Smith-2010
TBC1D4	NT5E	0.00030707498	Genetic Interactions	Lin-Smith-2010
TBC1D4	VEZF1	0.0006039432	Genetic Interactions	Lin-Smith-2010
SATB1	TLDC2	0.001222194	Genetic Interactions	Lin-Smith-2010
SATB1	SLCO4C1	0.001648793	Genetic Interactions	Lin-Smith-2010
SATB1	GIMAP8	0.00035108734	Genetic Interactions	Lin-Smith-2010
SATB1	USP15	0.00036970028	Genetic Interactions	Lin-Smith-2010
SATB1	ZNF683	0.00086245226	Genetic Interactions	Lin-Smith-2010
SATB1	TPCN1	0.00068848697	Genetic Interactions	Lin-Smith-2010
SATB1	ZNF101	0.0020404623	Genetic Interactions	Lin-Smith-2010
SATB1	GIMAP2	0.0005601328	Genetic Interactions	Lin-Smith-2010
SATB1	CD146	0.0007194291	Genetic Interactions	Lin-Smith-2010
SATB1	ARL4C	0.00058876903	Genetic Interactions	Lin-Smith-2010
SATB1	MBP	0.00032062002	Genetic Interactions	Lin-Smith-2010
SATB1	AHNAK	0.00047490766	Genetic Interactions	Lin-Smith-2010
SATB1	BACH2	0.00037187146	Genetic Interactions	Lin-Smith-2010
SATB1	C1orf21	0.0003140504	Genetic Interactions	Lin-Smith-2010
SATB1	LPCAT1	0.000600782	Genetic Interactions	Lin-Smith-2010
SATB1	PASK	0.0017088966	Genetic Interactions	Lin-Smith-2010
SATB1	PRKCA	0.00035492107	Genetic Interactions	Lin-Smith-2010
SATB1	GLUL	0.0006630184	Genetic Interactions	Lin-Smith-2010
SATB1	LMO7	0.00030701514	Genetic Interactions	Lin-Smith-2010
SATB1	FHIT	0.0002747054	Genetic Interactions	Lin-Smith-2010
SATB1	UCHL1	0.00035739774	Genetic Interactions	Lin-Smith-2010
SATB1	ATP2B1	0.0003284459	Genetic Interactions	Lin-Smith-2010
SATB1	CAMK4	0.00038648277	Genetic Interactions	Lin-Smith-2010
SATB1	CD4	0.00087751885	Genetic Interactions	Lin-Smith-2010
NKG7	SLC40A1	0.003028287	Genetic Interactions	Lin-Smith-2010
NKG7	ZEB2	0.00180953	Genetic Interactions	Lin-Smith-2010
CD31	ARHGEF18	0.0008247788	Genetic Interactions	Lin-Smith-2010
CD31	SCML4	0.00085078116	Genetic Interactions	Lin-Smith-2010
CD31	MAML2	0.0004598753	Genetic Interactions	Lin-Smith-2010
CD31	CEP68	0.0007188921	Genetic Interactions	Lin-Smith-2010
CD31	SPTBN1	0.00055312173	Genetic Interactions	Lin-Smith-2010
CD31	AHNAK	0.00082460075	Genetic Interactions	Lin-Smith-2010
CD31	SVIL	0.0005043553	Genetic Interactions	Lin-Smith-2010
CD31	C1orf21	0.00054529804	Genetic Interactions	Lin-Smith-2010
CD31	NPAT	0.0015857301	Genetic Interactions	Lin-Smith-2010
CD31	NT5E	0.00042364094	Genetic Interactions	Lin-Smith-2010
CD31	NELL2	0.0009882691	Genetic Interactions	Lin-Smith-2010
CD31	SH3BP5	0.0008554798	Genetic Interactions	Lin-Smith-2010
VIPR1	RTKN2	0.00094357244	Genetic Interactions	Lin-Smith-2010
VIPR1	USP15	0.0010861852	Genetic Interactions	Lin-Smith-2010
VIPR1	CEP68	0.001216419	Genetic Interactions	Lin-Smith-2010
VIPR1	BCL2	0.0012945895	Genetic Interactions	Lin-Smith-2010
VIPR1	APBA2	0.001467652	Genetic Interactions	Lin-Smith-2010
VIPR1	ATP2B1	0.0009649792	Genetic Interactions	Lin-Smith-2010
VIPR1	FKBP5	0.0017869412	Genetic Interactions	Lin-Smith-2010
CD95	CCDC141	0.0017044198	Genetic Interactions	Lin-Smith-2010
CD95	USP15	0.0005414595	Genetic Interactions	Lin-Smith-2010
CD95	OSBPL5	0.00083824695	Genetic Interactions	Lin-Smith-2010
CD95	COQ8A	0.0011648881	Genetic Interactions	Lin-Smith-2010
CD95	ARL4C	0.00086230534	Genetic Interactions	Lin-Smith-2010
CD95	MBP	0.00046957697	Genetic Interactions	Lin-Smith-2010
CD95	BIN2	0.00062624295	Genetic Interactions	Lin-Smith-2010
CD95	HPGD	0.0007844046	Genetic Interactions	Lin-Smith-2010
CD95	RAP1GAP2	0.00055102573	Genetic Interactions	Lin-Smith-2010
CD95	KCNAB2	0.0008561262	Genetic Interactions	Lin-Smith-2010
CD95	FHIT	0.0004023309	Genetic Interactions	Lin-Smith-2010
CD95	NT5E	0.00035733826	Genetic Interactions	Lin-Smith-2010
CD95	NELL2	0.0008335983	Genetic Interactions	Lin-Smith-2010
CD95	CD4	0.0012852057	Genetic Interactions	Lin-Smith-2010
CD95	TBC1D4	0.0005182206	Genetic Interactions	Lin-Smith-2010
CD95	SATB1	0.00041175	Genetic Interactions	Lin-Smith-2010
UBQLN2	TSHZ2	0.0016946343	Genetic Interactions	Lin-Smith-2010
UBQLN2	SLC40A1	0.0024305908	Genetic Interactions	Lin-Smith-2010
LMNA	CMTM7	0.0024673692	Genetic Interactions	Lin-Smith-2010
LMNA	ZEB2	0.00084211637	Genetic Interactions	Lin-Smith-2010
LMNA	CA6	0.002662705	Genetic Interactions	Lin-Smith-2010
LMNA	TTN	0.002146578	Genetic Interactions	Lin-Smith-2010
LMNA	CD197	0.0066592093	Genetic Interactions	Lin-Smith-2010
STK10	RTKN2	0.00047951785	Genetic Interactions	Lin-Smith-2010
STK10	GPR155	0.0010411314	Genetic Interactions	Lin-Smith-2010
STK10	GIMAP8	0.0005242021	Genetic Interactions	Lin-Smith-2010
STK10	USP15	0.0005519928	Genetic Interactions	Lin-Smith-2010
STK10	TPCN1	0.0010279675	Genetic Interactions	Lin-Smith-2010
STK10	KLRF1	0.0016711076	Genetic Interactions	Lin-Smith-2010
STK10	FAM110A	0.0011584564	Genetic Interactions	Lin-Smith-2010
STK10	AHNAK	0.000709076	Genetic Interactions	Lin-Smith-2010
STK10	CORO7	0.00174672	Genetic Interactions	Lin-Smith-2010
STK10	BACH2	0.0005552345	Genetic Interactions	Lin-Smith-2010
STK10	WDR37	0.0006580836	Genetic Interactions	Lin-Smith-2010
STK10	SELPLG	0.0010751511	Genetic Interactions	Lin-Smith-2010
STK10	CX3CR1	0.0030477932	Genetic Interactions	Lin-Smith-2010
STK10	CAMK4	0.00057705044	Genetic Interactions	Lin-Smith-2010
STK10	SATB1	0.00041976004	Genetic Interactions	Lin-Smith-2010
STK10	VIPR1	0.0012332615	Genetic Interactions	Lin-Smith-2010
CD3E	SYNE1	0.0008181584	Genetic Interactions	Lin-Smith-2010
CD3E	EIF3L	0.0035983406	Genetic Interactions	Lin-Smith-2010
CD3E	ATP2B1	0.0010988625	Genetic Interactions	Lin-Smith-2010
CD8	FUT11	0.0016199101	Genetic Interactions	Lin-Smith-2010
CD8	GCSAM	0.0016582963	Genetic Interactions	Lin-Smith-2010
CD8	PI16	0.0012769399	Genetic Interactions	Lin-Smith-2010
CD8	RAP2B	0.0005194078	Genetic Interactions	Lin-Smith-2010
CD8	CD57	0.0012638585	Genetic Interactions	Lin-Smith-2010
CD8	ARL4C	0.0008200249	Genetic Interactions	Lin-Smith-2010
CD8	BACH2	0.0005179346	Genetic Interactions	Lin-Smith-2010
CD8	PIK3IP1	0.0011569497	Genetic Interactions	Lin-Smith-2010
CD8	PLEKHG3	0.0010162225	Genetic Interactions	Lin-Smith-2010
CD8	CCR4	0.00087991863	Genetic Interactions	Lin-Smith-2010
CD8	ABLIM1	0.00037307796	Genetic Interactions	Lin-Smith-2010
CD8	NT5E	0.0003398173	Genetic Interactions	Lin-Smith-2010
CD8	ATP2B1	0.00045745244	Genetic Interactions	Lin-Smith-2010
F5	ARHGEF18	0.0009030839	Genetic Interactions	Lin-Smith-2010
F5	TTC39C	0.0010806271	Genetic Interactions	Lin-Smith-2010
F5	CCDC141	0.0022125116	Genetic Interactions	Lin-Smith-2010
F5	USP15	0.00070286985	Genetic Interactions	Lin-Smith-2010
F5	AHNAK	0.00090288883	Genetic Interactions	Lin-Smith-2010
F5	WDR37	0.0008379586	Genetic Interactions	Lin-Smith-2010
F5	LEF1	0.0005699753	Genetic Interactions	Lin-Smith-2010
F5	ADGRG1	0.0012676712	Genetic Interactions	Lin-Smith-2010
F5	APBA2	0.00094971684	Genetic Interactions	Lin-Smith-2010
F5	FHIT	0.0005222667	Genetic Interactions	Lin-Smith-2010
F5	LTB	0.0023903819	Genetic Interactions	Lin-Smith-2010
F5	CASP8	0.0008692805	Genetic Interactions	Lin-Smith-2010
F5	CD71	0.0008616433	Genetic Interactions	Lin-Smith-2010
F5	SH3BP5	0.00093669957	Genetic Interactions	Lin-Smith-2010
ACTN1	MAML2	0.00044319438	Genetic Interactions	Lin-Smith-2010
ACTN1	SPON2	0.0025970808	Genetic Interactions	Lin-Smith-2010
ACTN1	USP15	0.0006186408	Genetic Interactions	Lin-Smith-2010
ACTN1	COQ8A	0.0013309349	Genetic Interactions	Lin-Smith-2010
ACTN1	IGF1R	0.0005315249	Genetic Interactions	Lin-Smith-2010
ACTN1	TNFSF8	0.0015095754	Genetic Interactions	Lin-Smith-2010
ACTN1	C1orf21	0.0005255186	Genetic Interactions	Lin-Smith-2010
ACTN1	ZEB2	0.00037142928	Genetic Interactions	Lin-Smith-2010
ACTN1	SGSM3	0.0012958731	Genetic Interactions	Lin-Smith-2010
ACTN1	FHIT	0.0004596804	Genetic Interactions	Lin-Smith-2010
ACTN1	CASP8	0.0007651094	Genetic Interactions	Lin-Smith-2010
EPHX2	RTKN2	0.0007050918	Genetic Interactions	Lin-Smith-2010
EPHX2	GCSAM	0.0026139938	Genetic Interactions	Lin-Smith-2010
EPHX2	GIMAP8	0.00077079644	Genetic Interactions	Lin-Smith-2010
EPHX2	ZNF600	0.0017363573	Genetic Interactions	Lin-Smith-2010
EPHX2	IGF1R	0.00069736375	Genetic Interactions	Lin-Smith-2010
EPHX2	PRKCA	0.0007792132	Genetic Interactions	Lin-Smith-2010
EIF3E	GIMAP8	0.000625501	Genetic Interactions	Lin-Smith-2010
EIF3E	SYNE1	0.0004356831	Genetic Interactions	Lin-Smith-2010
EIF3E	SPTBN1	0.00056754326	Genetic Interactions	Lin-Smith-2010
EIF3E	RIC3	0.001180279	Genetic Interactions	Lin-Smith-2010
EIF3E	WDR37	0.0007852542	Genetic Interactions	Lin-Smith-2010
EIF3E	IGF1R	0.00056591036	Genetic Interactions	Lin-Smith-2010
EIF3E	C1orf21	0.00055951555	Genetic Interactions	Lin-Smith-2010
EIF3E	NPAT	0.0016270748	Genetic Interactions	Lin-Smith-2010
EIF3E	HPGD	0.0009541943	Genetic Interactions	Lin-Smith-2010
EIF3E	LMO7	0.00054698146	Genetic Interactions	Lin-Smith-2010
EIF3E	NT5E	0.00043468652	Genetic Interactions	Lin-Smith-2010
EIF3E	CD5	0.0011759842	Genetic Interactions	Lin-Smith-2010
EIF3E	ATP2B1	0.0005851627	Genetic Interactions	Lin-Smith-2010
EIF3E	ELK3	0.0009829088	Genetic Interactions	Lin-Smith-2010
EIF3E	CD71	0.00080744916	Genetic Interactions	Lin-Smith-2010
EIF3E	SATB1	0.00050087605	Genetic Interactions	Lin-Smith-2010
EIF3E	STK10	0.00074784894	Genetic Interactions	Lin-Smith-2010
RAP1B	SNX20	0.0007847771	Genetic Interactions	Lin-Smith-2010
RAP1B	RTKN2	0.00048642245	Genetic Interactions	Lin-Smith-2010
RAP1B	MAML2	0.00040114185	Genetic Interactions	Lin-Smith-2010
RAP1B	RAP2B	0.00056483137	Genetic Interactions	Lin-Smith-2010
RAP1B	GIMAP2	0.00084836636	Genetic Interactions	Lin-Smith-2010
RAP1B	FOXP1	0.0002754913	Genetic Interactions	Lin-Smith-2010
RAP1B	FAM102A	0.0009860732	Genetic Interactions	Lin-Smith-2010
RAP1B	IL17RA	0.0013573951	Genetic Interactions	Lin-Smith-2010
RAP1B	WDR37	0.00066755933	Genetic Interactions	Lin-Smith-2010
RAP1B	IL2RA	0.0007745775	Genetic Interactions	Lin-Smith-2010
RAP1B	SVIL	0.000439941	Genetic Interactions	Lin-Smith-2010
RAP1B	LPCAT1	0.0009099329	Genetic Interactions	Lin-Smith-2010
RAP1B	ZEB2	0.00033618615	Genetic Interactions	Lin-Smith-2010
RAP1B	TXK	0.00066825224	Genetic Interactions	Lin-Smith-2010
RAP1B	LLGL2	0.0015583477	Genetic Interactions	Lin-Smith-2010
RAP1B	FHIT	0.00041606353	Genetic Interactions	Lin-Smith-2010
RAP1B	PDK1	0.0009721429	Genetic Interactions	Lin-Smith-2010
RAP1B	TMEM123	0.00085079274	Genetic Interactions	Lin-Smith-2010
RAP1B	STK10	0.0006357604	Genetic Interactions	Lin-Smith-2010
RAP1B	CD8	0.00059305097	Genetic Interactions	Lin-Smith-2010
